10,20
100,155
200,305
300,389
400,519
500,613
600,689
700,727
800,766
900,867
1000,934
1100,978
1200,995
1300,1065
1400,1066
1500,1125
1600,1183
1700,1201
1800,1219
1900,1239
2000,1257
2100,1270
2200,1292
2300,1366
2400,1354
2500,1381
2600,1389
2700,1403
2800,1398
2900,1427
3000,1420
3100,1441
3200,1462
3300,1456
3400,1475
3500,1482
3600,1529
3700,1529
3800,1535
3900,1526
4000,1553
4100,1567
4200,1517
4300,1592
4400,1570
4500,1593
4600,1593
4700,1622
4800,1604
4900,1604
5000,1631
