Run info,Date,Time,Instance,Best obj,Optimal obj,Found optimal,CPU time,Wall time,Stopped after,Total iterations,Population size,Splits,Split factor,Pre-processed?,Heuristic?,MIP solve time,Swaps,Initial jumps,Dead jumps,Jump frequency,AND(NOT($G2="*")NOT(ISBLANK($F2)))
,2019-12-05,03:07:07,c16,11,11,*,16,15.341,0,10,1000,500,8,1,1,50,1,1,5,0,12
,2019-12-05,03:07:23,c17,18,18,*,3,2.76479,0,10,1000,500,8,1,1,50,1,1,5,0,20
,2019-12-05,03:07:26,c18,119,113,,508,504.075,10,10,1000,500,8,1,1,50,1,1,5,0,119
,2019-12-05,03:15:54,c19,151,146,,509,504.414,10,10,1000,500,8,1,1,50,1,1,5,0,151
,2019-12-05,03:24:24,c20,268,267,,513,508.994,10,10,1000,500,8,1,1,50,1,1,5,0,268

###### TESTSET: D ######

,2019-12-05,03:33:00,d01,106,106,*,50,49.7757,0,10,1000,500,8,1,1,50,1,1,5,0,107
,2019-12-05,03:33:53,d02,220,220,*,50,49.8155,0,10,1000,500,8,1,1,50,1,1,5,0,237
,2019-12-05,03:34:45,d03,1567,1565,,512,508.523,10,10,1000,500,8,1,1,50,1,1,5,0,1567
,2019-12-05,03:43:21,d04,1936,1935,,518,512.81,10,10,1000,500,8,1,1,50,1,1,5,0,1936
 
 **************** STARTING RUN 1 **************** 
          Thu  5 Dec 03:54:13 AEDT 2019
 ************************************************ 

###### TESTSET: B ######

,2019-12-05,03:54:13,b01,82,82,*,2,2.16252,0,10,1000,500,8,1,1,50,1,1,5,0,82
,2019-12-05,03:54:15,b02,83,83,*,1,0.200657,0,10,1000,500,8,1,1,50,1,1,5,0,90
,2019-12-05,03:54:16,b03,138,138,*,0,0.153183,0,10,1000,500,8,1,1,50,1,1,5,0,140
,2019-12-05,03:54:16,b04,59,59,*,2,2.42012,0,10,1000,500,8,1,1,50,1,1,5,0,59
,2019-12-05,03:54:18,b05,61,61,*,1,1.05271,0,10,1000,500,8,1,1,50,1,1,5,0,64
,2019-12-05,03:54:19,b06,122,122,*,1,0.835958,0,10,1000,500,8,1,1,50,1,1,5,0,127
,2019-12-05,03:54:20,b07,111,111,*,0,0.014146,0,10,1000,500,8,1,1,50,1,1,5,0,111
